t0_feature_0,t0_feature_1,t0_feature_2,t0_feature_3,t0_feature_4,t0_feature_5,t0_feature_6,t0_feature_7,t0_feature_8,t0_feature_9,t0_feature_10,t0_feature_11,t0_feature_12,t0_feature_13,t0_feature_14,t0_feature_15,t0_feature_16,t0_feature_17,t0_feature_18,t0_feature_19,t0_feature_20,t0_feature_21,t0_feature_22,t0_feature_23,t0_feature_24,t0_feature_25,t0_feature_26,t1_feature_0,t1_feature_1,t1_feature_2,t1_feature_3,t1_feature_4,t1_feature_5,t1_feature_6,t1_feature_7,t1_feature_8,t1_feature_9,t1_feature_10,t1_feature_11,t1_feature_12,t1_feature_13,t1_feature_14,t1_feature_15,t1_feature_16,t1_feature_17,t1_feature_18,t1_feature_19,t1_feature_20,t1_feature_21,t1_feature_22,t1_feature_23,t1_feature_24,t1_feature_25,t1_feature_26,t2_feature_0,t2_feature_1,t2_feature_2,t2_feature_3,t2_feature_4,t2_feature_5,t2_feature_6,t2_feature_7,t2_feature_8,t2_feature_9,t2_feature_10,t2_feature_11,t2_feature_12,t2_feature_13,t2_feature_14,t2_feature_15,t2_feature_16,t2_feature_17,t2_feature_18,t2_feature_19,t2_feature_20,t2_feature_21,t2_feature_22,t2_feature_23,t2_feature_24,t2_feature_25,t2_feature_26,t3_feature_0,t3_feature_1,t3_feature_2,t3_feature_3,t3_feature_4,t3_feature_5,t3_feature_6,t3_feature_7,t3_feature_8,t3_feature_9,t3_feature_10,t3_feature_11,t3_feature_12,t3_feature_13,t3_feature_14,t3_feature_15,t3_feature_16,t3_feature_17,t3_feature_18,t3_feature_19,t3_feature_20,t3_feature_21,t3_feature_22,t3_feature_23,t3_feature_24,t3_feature_25,t3_feature_26,t4_feature_0,t4_feature_1,t4_feature_2,t4_feature_3,t4_feature_4,t4_feature_5,t4_feature_6,t4_feature_7,t4_feature_8,t4_feature_9,t4_feature_10,t4_feature_11,t4_feature_12,t4_feature_13,t4_feature_14,t4_feature_15,t4_feature_16,t4_feature_17,t4_feature_18,t4_feature_19,t4_feature_20,t4_feature_21,t4_feature_22,t4_feature_23,t4_feature_24,t4_feature_25,t4_feature_26,t5_feature_0,t5_feature_1,t5_feature_2,t5_feature_3,t5_feature_4,t5_feature_5,t5_feature_6,t5_feature_7,t5_feature_8,t5_feature_9,t5_feature_10,t5_feature_11,t5_feature_12,t5_feature_13,t5_feature_14,t5_feature_15,t5_feature_16,t5_feature_17,t5_feature_18,t5_feature_19,t5_feature_20,t5_feature_21,t5_feature_22,t5_feature_23,t5_feature_24,t5_feature_25,t5_feature_26,t6_feature_0,t6_feature_1,t6_feature_2,t6_feature_3,t6_feature_4,t6_feature_5,t6_feature_6,t6_feature_7,t6_feature_8,t6_feature_9,t6_feature_10,t6_feature_11,t6_feature_12,t6_feature_13,t6_feature_14,t6_feature_15,t6_feature_16,t6_feature_17,t6_feature_18,t6_feature_19,t6_feature_20,t6_feature_21,t6_feature_22,t6_feature_23,t6_feature_24,t6_feature_25,t6_feature_26,t7_feature_0,t7_feature_1,t7_feature_2,t7_feature_3,t7_feature_4,t7_feature_5,t7_feature_6,t7_feature_7,t7_feature_8,t7_feature_9,t7_feature_10,t7_feature_11,t7_feature_12,t7_feature_13,t7_feature_14,t7_feature_15,t7_feature_16,t7_feature_17,t7_feature_18,t7_feature_19,t7_feature_20,t7_feature_21,t7_feature_22,t7_feature_23,t7_feature_24,t7_feature_25,t7_feature_26,target_GDP,sample_id,time_length,n_features
3.4333334,1.1187854,-5.4348235,-14.5297,39.122066,-12.60646,-14.17576,-25.702732,-16.674707,75.707954,20.648363,-6.5862055,-7.4394135,20.648752,-0.12,-5.1119165,2.6666667,-0.26666668,10.36667,0.05,6160091.0,1.501966,8.884181,1.0,5.0,2015.0,1.0,7.14,1.3055674,-8.186703,163.6736,106.357216,-10.125783,-16.177204,-3288.7568,-35.226265,252.42612,31.990799,-10.655577,-11.939274,31.99086,2.5933332,-5.8093085,4.1666665,0.23333333,10.43333,0.05,895529.9,0.28023046,1.8493772,1.0,5.0,2015.0,2.0,3.6533334,1.1694363,-6.644134,-206.77516,100.64776,-10.535994,-11.398357,-84.70619,-75.998566,52.749966,14.41181,-7.12255,-7.517155,14.411829,-0.65,-3.4686255,4.133333,0.06666667,10.3,0.05,2328584.8,0.5837335,3.670922,0.7,5.0,2015.0,3.0,3.05,2.027236,-0.72341824,-49.913513,-108.37639,-6.663238,-6.0736485,-265.7653,-5.6657023,227.64381,24.086878,-10.638378,-11.295487,24.086674,2.4733334,-2.489609,3.7,0.1,10.3,0.05,5306547.0,1.3408706,11.134684,1.2,5.0,2015.0,4.0,-0.83,0.621292,-5.4026628,-44.164295,-74.035576,-3.1002893,0.13833286,-88.48925,20.335623,491.2125,20.845415,-1.580066,-2.5821133,20.845095,-0.086666666,1.4929057,4.4666667,-0.033333335,10.3,0.033333335,5297077.0,1.3956093,10.450359,1.0,5.0,2016.0,1.0,-0.38666666,0.40067366,-3.4438176,-110.25663,-143.13667,1.1012228,1.7891217,147.03337,204.05077,-88.09036,14.257831,1.1118952,0.397711,14.257657,-1.6433333,2.7035105,2.5666666,0.0,10.03333,0.0,1680285.5,0.43672764,2.4969049,0.6,5.0,2016.0,2.0,-1.45,-0.16879134,2.7229016,-68.6436,-14640.834,-0.5995232,0.4247288,90.71792,25.460585,-71.14586,11.686402,2.677416,1.9578086,11.686226,-0.023333333,1.3907332,1.5333333,0.26666668,9.866667,0.0,2605998.0,0.6600722,3.6018784,0.5,5.0,2016.0,3.0,0.5366667,0.8917273,1.1567417,118.22069,6700.2993,2.5842793,-0.8801252,131.93636,-55.366844,-90.149055,1.0083041,-0.25351542,-0.28500256,1.0065082,0.98,1.1711327,3.5,0.5,10.06667,0.0,5467770.0,1.4155736,9.687938,0.8,5.0,2016.0,4.0,1.1,120,8,27
7.14,1.3055674,-8.186703,163.6736,106.357216,-10.125783,-16.177204,-3288.7568,-35.226265,252.42612,31.990799,-10.655577,-11.939274,31.99086,2.5933332,-5.8093085,4.1666665,0.23333333,10.43333,0.05,895529.9,0.28023046,1.8493772,1.0,5.0,2015.0,2.0,3.6533334,1.1694363,-6.644134,-206.77516,100.64776,-10.535994,-11.398357,-84.70619,-75.998566,52.749966,14.41181,-7.12255,-7.517155,14.411829,-0.65,-3.4686255,4.133333,0.06666667,10.3,0.05,2328584.8,0.5837335,3.670922,0.7,5.0,2015.0,3.0,3.05,2.027236,-0.72341824,-49.913513,-108.37639,-6.663238,-6.0736485,-265.7653,-5.6657023,227.64381,24.086878,-10.638378,-11.295487,24.086674,2.4733334,-2.489609,3.7,0.1,10.3,0.05,5306547.0,1.3408706,11.134684,1.2,5.0,2015.0,4.0,-0.83,0.621292,-5.4026628,-44.164295,-74.035576,-3.1002893,0.13833286,-88.48925,20.335623,491.2125,20.845415,-1.580066,-2.5821133,20.845095,-0.086666666,1.4929057,4.4666667,-0.033333335,10.3,0.033333335,5297077.0,1.3956093,10.450359,1.0,5.0,2016.0,1.0,-0.38666666,0.40067366,-3.4438176,-110.25663,-143.13667,1.1012228,1.7891217,147.03337,204.05077,-88.09036,14.257831,1.1118952,0.397711,14.257657,-1.6433333,2.7035105,2.5666666,0.0,10.03333,0.0,1680285.5,0.43672764,2.4969049,0.6,5.0,2016.0,2.0,-1.45,-0.16879134,2.7229016,-68.6436,-14640.834,-0.5995232,0.4247288,90.71792,25.460585,-71.14586,11.686402,2.677416,1.9578086,11.686226,-0.023333333,1.3907332,1.5333333,0.26666668,9.866667,0.0,2605998.0,0.6600722,3.6018784,0.5,5.0,2016.0,3.0,0.5366667,0.8917273,1.1567417,118.22069,6700.2993,2.5842793,-0.8801252,131.93636,-55.366844,-90.149055,1.0083041,-0.25351542,-0.28500256,1.0065082,0.98,1.1711327,3.5,0.5,10.06667,0.0,5467770.0,1.4155736,9.687938,0.8,5.0,2016.0,4.0,4.2433333,0.498752,10.691076,26.827461,-32.24003,0.067732714,2.4156542,-197.35448,-52.779934,-40.61064,-20.416094,-4.2139063,-3.1728873,-20.418169,9.7,-0.20760562,2.9,1.2,9.633333,0.0,5922430.0,1.4430367,10.719294,1.1,5.0,2017.0,1.0,2.2,121,8,27
3.6533334,1.1694363,-6.644134,-206.77516,100.64776,-10.535994,-11.398357,-84.70619,-75.998566,52.749966,14.41181,-7.12255,-7.517155,14.411829,-0.65,-3.4686255,4.133333,0.06666667,10.3,0.05,2328584.8,0.5837335,3.670922,0.7,5.0,2015.0,3.0,3.05,2.027236,-0.72341824,-49.913513,-108.37639,-6.663238,-6.0736485,-265.7653,-5.6657023,227.64381,24.086878,-10.638378,-11.295487,24.086674,2.4733334,-2.489609,3.7,0.1,10.3,0.05,5306547.0,1.3408706,11.134684,1.2,5.0,2015.0,4.0,-0.83,0.621292,-5.4026628,-44.164295,-74.035576,-3.1002893,0.13833286,-88.48925,20.335623,491.2125,20.845415,-1.580066,-2.5821133,20.845095,-0.086666666,1.4929057,4.4666667,-0.033333335,10.3,0.033333335,5297077.0,1.3956093,10.450359,1.0,5.0,2016.0,1.0,-0.38666666,0.40067366,-3.4438176,-110.25663,-143.13667,1.1012228,1.7891217,147.03337,204.05077,-88.09036,14.257831,1.1118952,0.397711,14.257657,-1.6433333,2.7035105,2.5666666,0.0,10.03333,0.0,1680285.5,0.43672764,2.4969049,0.6,5.0,2016.0,2.0,-1.45,-0.16879134,2.7229016,-68.6436,-14640.834,-0.5995232,0.4247288,90.71792,25.460585,-71.14586,11.686402,2.677416,1.9578086,11.686226,-0.023333333,1.3907332,1.5333333,0.26666668,9.866667,0.0,2605998.0,0.6600722,3.6018784,0.5,5.0,2016.0,3.0,0.5366667,0.8917273,1.1567417,118.22069,6700.2993,2.5842793,-0.8801252,131.93636,-55.366844,-90.149055,1.0083041,-0.25351542,-0.28500256,1.0065082,0.98,1.1711327,3.5,0.5,10.06667,0.0,5467770.0,1.4155736,9.687938,0.8,5.0,2016.0,4.0,4.2433333,0.498752,10.691076,26.827461,-32.24003,0.067732714,2.4156542,-197.35448,-52.779934,-40.61064,-20.416094,-4.2139063,-3.1728873,-20.418169,9.7,-0.20760562,2.9,1.2,9.633333,0.0,5922430.0,1.4430367,10.719294,1.1,5.0,2017.0,1.0,3.49,2.0152824,18.410908,-66.44698,-652.5675,2.9437594,4.2567225,-105.3423,-83.08653,-9.950441,-56.130188,0.46926552,2.6782548,-56.13309,5.98,0.18375428,3.4,0.9,9.533334,0.0,2126981.5,0.60741764,3.4414055,2.2,5.0,2017.0,2.0,2.9,122,8,27
3.05,2.027236,-0.72341824,-49.913513,-108.37639,-6.663238,-6.0736485,-265.7653,-5.6657023,227.64381,24.086878,-10.638378,-11.295487,24.086674,2.4733334,-2.489609,3.7,0.1,10.3,0.05,5306547.0,1.3408706,11.134684,1.2,5.0,2015.0,4.0,-0.83,0.621292,-5.4026628,-44.164295,-74.035576,-3.1002893,0.13833286,-88.48925,20.335623,491.2125,20.845415,-1.580066,-2.5821133,20.845095,-0.086666666,1.4929057,4.4666667,-0.033333335,10.3,0.033333335,5297077.0,1.3956093,10.450359,1.0,5.0,2016.0,1.0,-0.38666666,0.40067366,-3.4438176,-110.25663,-143.13667,1.1012228,1.7891217,147.03337,204.05077,-88.09036,14.257831,1.1118952,0.397711,14.257657,-1.6433333,2.7035105,2.5666666,0.0,10.03333,0.0,1680285.5,0.43672764,2.4969049,0.6,5.0,2016.0,2.0,-1.45,-0.16879134,2.7229016,-68.6436,-14640.834,-0.5995232,0.4247288,90.71792,25.460585,-71.14586,11.686402,2.677416,1.9578086,11.686226,-0.023333333,1.3907332,1.5333333,0.26666668,9.866667,0.0,2605998.0,0.6600722,3.6018784,0.5,5.0,2016.0,3.0,0.5366667,0.8917273,1.1567417,118.22069,6700.2993,2.5842793,-0.8801252,131.93636,-55.366844,-90.149055,1.0083041,-0.25351542,-0.28500256,1.0065082,0.98,1.1711327,3.5,0.5,10.06667,0.0,5467770.0,1.4155736,9.687938,0.8,5.0,2016.0,4.0,4.2433333,0.498752,10.691076,26.827461,-32.24003,0.067732714,2.4156542,-197.35448,-52.779934,-40.61064,-20.416094,-4.2139063,-3.1728873,-20.418169,9.7,-0.20760562,2.9,1.2,9.633333,0.0,5922430.0,1.4430367,10.719294,1.1,5.0,2017.0,1.0,3.49,2.0152824,18.410908,-66.44698,-652.5675,2.9437594,4.2567225,-105.3423,-83.08653,-9.950441,-56.130188,0.46926552,2.6782548,-56.13309,5.98,0.18375428,3.4,0.9,9.533334,0.0,2126981.5,0.60741764,3.4414055,2.2,5.0,2017.0,2.0,4.93,2.8128057,23.498178,85.33101,297.6825,11.867614,8.731795,-90.35034,-71.57144,112.179726,-62.284714,2.879574,5.457565,-62.287228,5.806667,2.2813227,4.4666667,0.8666667,9.466666,0.0,2979457.0,0.75769997,4.470447,2.9,5.0,2017.0,3.0,2.9,123,8,27
-0.83,0.621292,-5.4026628,-44.164295,-74.035576,-3.1002893,0.13833286,-88.48925,20.335623,491.2125,20.845415,-1.580066,-2.5821133,20.845095,-0.086666666,1.4929057,4.4666667,-0.033333335,10.3,0.033333335,5297077.0,1.3956093,10.450359,1.0,5.0,2016.0,1.0,-0.38666666,0.40067366,-3.4438176,-110.25663,-143.13667,1.1012228,1.7891217,147.03337,204.05077,-88.09036,14.257831,1.1118952,0.397711,14.257657,-1.6433333,2.7035105,2.5666666,0.0,10.03333,0.0,1680285.5,0.43672764,2.4969049,0.6,5.0,2016.0,2.0,-1.45,-0.16879134,2.7229016,-68.6436,-14640.834,-0.5995232,0.4247288,90.71792,25.460585,-71.14586,11.686402,2.677416,1.9578086,11.686226,-0.023333333,1.3907332,1.5333333,0.26666668,9.866667,0.0,2605998.0,0.6600722,3.6018784,0.5,5.0,2016.0,3.0,0.5366667,0.8917273,1.1567417,118.22069,6700.2993,2.5842793,-0.8801252,131.93636,-55.366844,-90.149055,1.0083041,-0.25351542,-0.28500256,1.0065082,0.98,1.1711327,3.5,0.5,10.06667,0.0,5467770.0,1.4155736,9.687938,0.8,5.0,2016.0,4.0,4.2433333,0.498752,10.691076,26.827461,-32.24003,0.067732714,2.4156542,-197.35448,-52.779934,-40.61064,-20.416094,-4.2139063,-3.1728873,-20.418169,9.7,-0.20760562,2.9,1.2,9.633333,0.0,5922430.0,1.4430367,10.719294,1.1,5.0,2017.0,1.0,3.49,2.0152824,18.410908,-66.44698,-652.5675,2.9437594,4.2567225,-105.3423,-83.08653,-9.950441,-56.130188,0.46926552,2.6782548,-56.13309,5.98,0.18375428,3.4,0.9,9.533334,0.0,2126981.5,0.60741764,3.4414055,2.2,5.0,2017.0,2.0,4.93,2.8128057,23.498178,85.33101,297.6825,11.867614,8.731795,-90.35034,-71.57144,112.179726,-62.284714,2.879574,5.457565,-62.287228,5.806667,2.2813227,4.4666667,0.8666667,9.466666,0.0,2979457.0,0.75769997,4.470447,2.9,5.0,2017.0,3.0,6.366667,3.9921823,29.063696,-147.81685,-43.578148,11.979082,13.891474,48.197414,68.872665,99.320724,-80.93598,11.632269,14.509333,-80.93669,6.2033334,2.7748115,3.8666666,1.1666666,9.033334,0.0,5696712.5,1.3838059,9.80233,2.9,5.0,2017.0,4.0,2.2,124,8,27
-0.38666666,0.40067366,-3.4438176,-110.25663,-143.13667,1.1012228,1.7891217,147.03337,204.05077,-88.09036,14.257831,1.1118952,0.397711,14.257657,-1.6433333,2.7035105,2.5666666,0.0,10.03333,0.0,1680285.5,0.43672764,2.4969049,0.6,5.0,2016.0,2.0,-1.45,-0.16879134,2.7229016,-68.6436,-14640.834,-0.5995232,0.4247288,90.71792,25.460585,-71.14586,11.686402,2.677416,1.9578086,11.686226,-0.023333333,1.3907332,1.5333333,0.26666668,9.866667,0.0,2605998.0,0.6600722,3.6018784,0.5,5.0,2016.0,3.0,0.5366667,0.8917273,1.1567417,118.22069,6700.2993,2.5842793,-0.8801252,131.93636,-55.366844,-90.149055,1.0083041,-0.25351542,-0.28500256,1.0065082,0.98,1.1711327,3.5,0.5,10.06667,0.0,5467770.0,1.4155736,9.687938,0.8,5.0,2016.0,4.0,4.2433333,0.498752,10.691076,26.827461,-32.24003,0.067732714,2.4156542,-197.35448,-52.779934,-40.61064,-20.416094,-4.2139063,-3.1728873,-20.418169,9.7,-0.20760562,2.9,1.2,9.633333,0.0,5922430.0,1.4430367,10.719294,1.1,5.0,2017.0,1.0,3.49,2.0152824,18.410908,-66.44698,-652.5675,2.9437594,4.2567225,-105.3423,-83.08653,-9.950441,-56.130188,0.46926552,2.6782548,-56.13309,5.98,0.18375428,3.4,0.9,9.533334,0.0,2126981.5,0.60741764,3.4414055,2.2,5.0,2017.0,2.0,4.93,2.8128057,23.498178,85.33101,297.6825,11.867614,8.731795,-90.35034,-71.57144,112.179726,-62.284714,2.879574,5.457565,-62.287228,5.806667,2.2813227,4.4666667,0.8666667,9.466666,0.0,2979457.0,0.75769997,4.470447,2.9,5.0,2017.0,3.0,6.366667,3.9921823,29.063696,-147.81685,-43.578148,11.979082,13.891474,48.197414,68.872665,99.320724,-80.93598,11.632269,14.509333,-80.93669,6.2033334,2.7748115,3.8666666,1.1666666,9.033334,0.0,5696712.5,1.3838059,9.80233,2.9,5.0,2017.0,4.0,4.6033335,2.2622833,26.32312,-82.27621,5.058955,21.976765,19.429136,1351.3826,111.83482,-90.19557,-50.41664,14.08301,15.992719,-50.417118,2.16,3.7724304,3.3,1.3666667,9.266666,0.0,5756435.0,1.4002573,9.162503,2.2,5.0,2018.0,1.0,1.5,125,8,27
-1.45,-0.16879134,2.7229016,-68.6436,-14640.834,-0.5995232,0.4247288,90.71792,25.460585,-71.14586,11.686402,2.677416,1.9578086,11.686226,-0.023333333,1.3907332,1.5333333,0.26666668,9.866667,0.0,2605998.0,0.6600722,3.6018784,0.5,5.0,2016.0,3.0,0.5366667,0.8917273,1.1567417,118.22069,6700.2993,2.5842793,-0.8801252,131.93636,-55.366844,-90.149055,1.0083041,-0.25351542,-0.28500256,1.0065082,0.98,1.1711327,3.5,0.5,10.06667,0.0,5467770.0,1.4155736,9.687938,0.8,5.0,2016.0,4.0,4.2433333,0.498752,10.691076,26.827461,-32.24003,0.067732714,2.4156542,-197.35448,-52.779934,-40.61064,-20.416094,-4.2139063,-3.1728873,-20.418169,9.7,-0.20760562,2.9,1.2,9.633333,0.0,5922430.0,1.4430367,10.719294,1.1,5.0,2017.0,1.0,3.49,2.0152824,18.410908,-66.44698,-652.5675,2.9437594,4.2567225,-105.3423,-83.08653,-9.950441,-56.130188,0.46926552,2.6782548,-56.13309,5.98,0.18375428,3.4,0.9,9.533334,0.0,2126981.5,0.60741764,3.4414055,2.2,5.0,2017.0,2.0,4.93,2.8128057,23.498178,85.33101,297.6825,11.867614,8.731795,-90.35034,-71.57144,112.179726,-62.284714,2.879574,5.457565,-62.287228,5.806667,2.2813227,4.4666667,0.8666667,9.466666,0.0,2979457.0,0.75769997,4.470447,2.9,5.0,2017.0,3.0,6.366667,3.9921823,29.063696,-147.81685,-43.578148,11.979082,13.891474,48.197414,68.872665,99.320724,-80.93598,11.632269,14.509333,-80.93669,6.2033334,2.7748115,3.8666666,1.1666666,9.033334,0.0,5696712.5,1.3838059,9.80233,2.9,5.0,2017.0,4.0,4.6033335,2.2622833,26.32312,-82.27621,5.058955,21.976765,19.429136,1351.3826,111.83482,-90.19557,-50.41664,14.08301,15.992719,-50.417118,2.16,3.7724304,3.3,1.3666667,9.266666,0.0,5756435.0,1.4002573,9.162503,2.2,5.0,2018.0,1.0,2.6566668,1.0224437,11.374775,-905.12646,-122.52546,14.137024,15.718327,1190.1511,304.42065,12.971667,-17.703882,5.9813733,6.688836,-17.70512,6.11,2.660901,3.7,1.8666667,9.166667,0.0,1355588.4,0.111458875,0.31743252,1.5,5.0,2018.0,2.0,1.3,126,8,27
0.5366667,0.8917273,1.1567417,118.22069,6700.2993,2.5842793,-0.8801252,131.93636,-55.366844,-90.149055,1.0083041,-0.25351542,-0.28500256,1.0065082,0.98,1.1711327,3.5,0.5,10.06667,0.0,5467770.0,1.4155736,9.687938,0.8,5.0,2016.0,4.0,4.2433333,0.498752,10.691076,26.827461,-32.24003,0.067732714,2.4156542,-197.35448,-52.779934,-40.61064,-20.416094,-4.2139063,-3.1728873,-20.418169,9.7,-0.20760562,2.9,1.2,9.633333,0.0,5922430.0,1.4430367,10.719294,1.1,5.0,2017.0,1.0,3.49,2.0152824,18.410908,-66.44698,-652.5675,2.9437594,4.2567225,-105.3423,-83.08653,-9.950441,-56.130188,0.46926552,2.6782548,-56.13309,5.98,0.18375428,3.4,0.9,9.533334,0.0,2126981.5,0.60741764,3.4414055,2.2,5.0,2017.0,2.0,4.93,2.8128057,23.498178,85.33101,297.6825,11.867614,8.731795,-90.35034,-71.57144,112.179726,-62.284714,2.879574,5.457565,-62.287228,5.806667,2.2813227,4.4666667,0.8666667,9.466666,0.0,2979457.0,0.75769997,4.470447,2.9,5.0,2017.0,3.0,6.366667,3.9921823,29.063696,-147.81685,-43.578148,11.979082,13.891474,48.197414,68.872665,99.320724,-80.93598,11.632269,14.509333,-80.93669,6.2033334,2.7748115,3.8666666,1.1666666,9.033334,0.0,5696712.5,1.3838059,9.80233,2.9,5.0,2017.0,4.0,4.6033335,2.2622833,26.32312,-82.27621,5.058955,21.976765,19.429136,1351.3826,111.83482,-90.19557,-50.41664,14.08301,15.992719,-50.417118,2.16,3.7724304,3.3,1.3666667,9.266666,0.0,5756435.0,1.4002573,9.162503,2.2,5.0,2018.0,1.0,2.6566668,1.0224437,11.374775,-905.12646,-122.52546,14.137024,15.718327,1190.1511,304.42065,12.971667,-17.703882,5.9813733,6.688836,-17.70512,6.11,2.660901,3.7,1.8666667,9.166667,0.0,1355588.4,0.111458875,0.31743252,1.5,5.0,2018.0,2.0,4.98,0.613899,3.7528439,854.7217,-82.81525,6.3060584,7.9474816,1002.21277,315.4897,9.892097,-3.7343972,2.838869,2.8987815,-3.7360313,5.7266665,1.3497511,2.6333334,2.2666667,8.866667,0.0,2378377.8,0.6234379,3.242331,1.3,5.0,2018.0,3.0,1.4,127,8,27
4.2433333,0.498752,10.691076,26.827461,-32.24003,0.067732714,2.4156542,-197.35448,-52.779934,-40.61064,-20.416094,-4.2139063,-3.1728873,-20.418169,9.7,-0.20760562,2.9,1.2,9.633333,0.0,5922430.0,1.4430367,10.719294,1.1,5.0,2017.0,1.0,3.49,2.0152824,18.410908,-66.44698,-652.5675,2.9437594,4.2567225,-105.3423,-83.08653,-9.950441,-56.130188,0.46926552,2.6782548,-56.13309,5.98,0.18375428,3.4,0.9,9.533334,0.0,2126981.5,0.60741764,3.4414055,2.2,5.0,2017.0,2.0,4.93,2.8128057,23.498178,85.33101,297.6825,11.867614,8.731795,-90.35034,-71.57144,112.179726,-62.284714,2.879574,5.457565,-62.287228,5.806667,2.2813227,4.4666667,0.8666667,9.466666,0.0,2979457.0,0.75769997,4.470447,2.9,5.0,2017.0,3.0,6.366667,3.9921823,29.063696,-147.81685,-43.578148,11.979082,13.891474,48.197414,68.872665,99.320724,-80.93598,11.632269,14.509333,-80.93669,6.2033334,2.7748115,3.8666666,1.1666666,9.033334,0.0,5696712.5,1.3838059,9.80233,2.9,5.0,2017.0,4.0,4.6033335,2.2622833,26.32312,-82.27621,5.058955,21.976765,19.429136,1351.3826,111.83482,-90.19557,-50.41664,14.08301,15.992719,-50.417118,2.16,3.7724304,3.3,1.3666667,9.266666,0.0,5756435.0,1.4002573,9.162503,2.2,5.0,2018.0,1.0,2.6566668,1.0224437,11.374775,-905.12646,-122.52546,14.137024,15.718327,1190.1511,304.42065,12.971667,-17.703882,5.9813733,6.688836,-17.70512,6.11,2.660901,3.7,1.8666667,9.166667,0.0,1355588.4,0.111458875,0.31743252,1.5,5.0,2018.0,2.0,4.98,0.613899,3.7528439,854.7217,-82.81525,6.3060584,7.9474816,1002.21277,315.4897,9.892097,-3.7343972,2.838869,2.8987815,-3.7360313,5.7266665,1.3497511,2.6333334,2.2666667,8.866667,0.0,2378377.8,0.6234379,3.242331,1.3,5.0,2018.0,3.0,4.04,-0.90425,-11.38181,266.57867,26.732353,3.3284383,2.929266,97.92354,26.528627,-51.64569,5.9103494,0.39959314,-0.014175055,5.9082766,4.173333,0.70027655,1.7666667,1.9,8.8,0.0,5602281.5,1.3597028,9.252182,1.4,5.0,2018.0,4.0,2.4,128,8,27
3.49,2.0152824,18.410908,-66.44698,-652.5675,2.9437594,4.2567225,-105.3423,-83.08653,-9.950441,-56.130188,0.46926552,2.6782548,-56.13309,5.98,0.18375428,3.4,0.9,9.533334,0.0,2126981.5,0.60741764,3.4414055,2.2,5.0,2017.0,2.0,4.93,2.8128057,23.498178,85.33101,297.6825,11.867614,8.731795,-90.35034,-71.57144,112.179726,-62.284714,2.879574,5.457565,-62.287228,5.806667,2.2813227,4.4666667,0.8666667,9.466666,0.0,2979457.0,0.75769997,4.470447,2.9,5.0,2017.0,3.0,6.366667,3.9921823,29.063696,-147.81685,-43.578148,11.979082,13.891474,48.197414,68.872665,99.320724,-80.93598,11.632269,14.509333,-80.93669,6.2033334,2.7748115,3.8666666,1.1666666,9.033334,0.0,5696712.5,1.3838059,9.80233,2.9,5.0,2017.0,4.0,4.6033335,2.2622833,26.32312,-82.27621,5.058955,21.976765,19.429136,1351.3826,111.83482,-90.19557,-50.41664,14.08301,15.992719,-50.417118,2.16,3.7724304,3.3,1.3666667,9.266666,0.0,5756435.0,1.4002573,9.162503,2.2,5.0,2018.0,1.0,2.6566668,1.0224437,11.374775,-905.12646,-122.52546,14.137024,15.718327,1190.1511,304.42065,12.971667,-17.703882,5.9813733,6.688836,-17.70512,6.11,2.660901,3.7,1.8666667,9.166667,0.0,1355588.4,0.111458875,0.31743252,1.5,5.0,2018.0,2.0,4.98,0.613899,3.7528439,854.7217,-82.81525,6.3060584,7.9474816,1002.21277,315.4897,9.892097,-3.7343972,2.838869,2.8987815,-3.7360313,5.7266665,1.3497511,2.6333334,2.2666667,8.866667,0.0,2378377.8,0.6234379,3.242331,1.3,5.0,2018.0,3.0,4.04,-0.90425,-11.38181,266.57867,26.732353,3.3284383,2.929266,97.92354,26.528627,-51.64569,5.9103494,0.39959314,-0.014175055,5.9082766,4.173333,0.70027655,1.7666667,1.9,8.8,0.0,5602281.5,1.3597028,9.252182,1.4,5.0,2018.0,4.0,5.28,1.3571436,-7.1099935,71.830505,67.81391,0.9954931,-4.1590433,12.066869,11.2125435,-3.6580129,9.750442,0.81368965,0.0937829,9.748573,3.7366667,-0.6984171,2.3,1.2,8.733334,0.0,5612070.5,1.3762408,8.766315,2.4,5.0,2019.0,1.0,2.7,129,8,27
